soil_moisture,temperature,time,air_temperature,air_humidity,pressure,status
19,37,4,16.97,70.57,101.59,1
82,22,10,16.92,71.08,101.6,0
36,13,92,16.86,71.59,101.62,0
7,17,47,16.89,71.48,101.62,1
8,26,67,16.92,71.37,101.62,1
78,5,56,16.82,71.64,101.62,0
2,6,44,16.71,71.91,101.63,1
76,42,12,16.65,71.85,101.62,0
87,31,105,16.59,71.8,101.62,0
87,6,56,16.54,72.1,101.63,0
61,17,74,16.48,72.41,101.64,0
40,10,11,16.66,71.5,101.65,1
82,14,47,16.83,70.59,101.65,0
25,30,1,16.85,70.7,101.65,1
67,9,87,16.87,70.81,101.64,0
1,20,65,16.82,71.05,101.64,1
65,38,69,16.76,71.29,101.64,1
10,40,75,16.75,71.44,101.65,1
28,27,102,16.74,71.59,101.65,0
72,1,95,16.55,72.48,101.65,0
5,40,78,16.36,73.38,101.65,1
14,19,41,16.13,74.18,101.65,1
66,29,77,15.91,74.98,101.65,1
2,28,52,15.82,75.34,101.65,1
8,1,105,15.73,75.69,101.64,0
33,45,92,15.68,75.6,101.64,0
72,22,45,15.63,75.5,101.63,1
44,41,101,15.78,74.54,101.63,0
26,18,62,15.93,73.57,101.63,1
78,40,22,15.86,73.16,101.63,0
28,30,40,15.79,72.74,101.63,1
19,36,60,15.69,72.79,101.62,1
54,24,40,15.59,72.85,101.62,1
25,39,102,15.43,73.33,101.62,0
58,34,54,15.28,73.81,101.62,1
24,40,33,15.25,73.68,101.62,1
71,33,40,15.22,73.54,101.62,1
70,25,9,15.2,73.54,101.62,0
33,28,80,15.18,73.54,101.61,1
76,11,23,15.19,73.84,101.61,0
6,45,41,15.2,74.15,101.6,1
19,25,110,15.21,74.45,101.6,0
64,23,31,15.2,74.46,101.6,0
86,16,68,15.18,74.47,101.59,0
59,19,90,15.1,74.34,101.59,1
36,19,88,15.03,74.22,101.59,0
33,25,48,15.04,74.2,101.58,1
10,41,52,15.05,74.18,101.57,1
33,11,60,15.2,72.68,101.56,0
31,22,5,15.35,71.19,101.56,1
32,42,68,15.48,69.7,101.56,1
27,6,22,15.6,68.21,101.55,1
39,41,45,15.6,68.37,101.54,1
43,43,48,15.6,68.53,101.53,1
69,2,31,15.72,66.92,101.52,0
15,16,78,15.84,65.31,101.52,1
23,32,77,15.77,64.74,101.52,1
77,1,63,15.7,64.18,101.52,0
29,26,18,15.56,64.01,101.52,1
82,3,13,15.41,63.84,101.52,0
37,7,94,15.11,64.76,101.52,0
19,30,92,14.81,65.68,101.51,0
50,17,85,14.75,65.31,101.5,1
78,45,55,14.69,64.94,101.49,1
67,26,28,14.84,62.66,101.49,0
59,40,104,14.98,60.37,101.49,0
80,7,63,14.76,60.51,101.49,0
67,19,6,14.55,60.65,101.49,1
43,5,94,14.15,64.1,101.49,0
2,25,37,13.75,67.56,101.49,0
86,12,21,13.4,69.08,101.5,0
71,35,28,13.06,70.59,101.5,0
5,6,99,12.71,72.53,101.49,0
5,42,65,12.36,74.47,101.48,1
64,1,80,12.25,74.81,101.48,0
83,42,44,12.14,75.14,101.49,1
33,22,97,11.97,75.92,101.49,0
44,38,30,11.8,76.71,101.49,1
70,3,52,11.68,77.71,101.5,0
78,7,51,11.56,78.71,101.5,0
73,37,21,11.54,79.42,101.5,0
47,1,79,11.53,80.12,101.5,0
10,40,48,11.51,80.83,101.5,1
12,4,88,11.4,81.69,101.5,1
50,18,104,11.28,82.56,101.51,0
1,2,22,11.31,83.0,101.51,1
85,32,98,11.34,83.45,101.51,0
24,32,6,11.28,83.46,101.51,1
11,31,15,11.22,83.46,101.51,1
52,16,59,11.36,81.33,101.52,0
19,38,71,11.5,79.2,101.52,1
82,6,23,11.68,76.21,101.52,0
85,33,47,11.85,73.22,101.53,1
22,39,53,11.9,71.66,101.53,1
32,35,64,11.94,70.11,101.53,1
15,37,54,12.22,67.47,101.52,1
10,8,61,12.51,64.84,101.52,1
28,12,34,12.78,61.5,101.52,1
89,15,64,13.06,58.17,101.53,0
78,41,61,13.32,56.04,101.54,1
82,24,49,13.59,53.91,101.54,0
75,13,32,13.72,52.66,101.54,0
53,16,16,13.86,51.4,101.55,1
36,39,91,13.78,51.86,101.56,0
6,37,88,13.71,52.31,101.56,1
81,8,71,13.82,51.48,101.56,0
35,11,52,13.92,50.65,101.57,0
87,7,13,13.78,50.54,101.57,0
46,0,93,13.63,50.43,101.58,0
75,44,12,13.74,49.42,101.58,0
58,16,51,13.86,48.4,101.59,1
90,9,4,13.97,47.7,101.59,0
59,12,77,14.08,46.99,101.59,1
24,7,34,14.29,45.62,101.6,1
67,13,45,14.5,44.25,101.6,0
23,14,100,14.77,43.0,101.6,0
86,10,11,15.03,41.76,101.61,0
7,8,77,15.3,40.51,101.61,1
86,18,7,15.64,40.24,101.61,0
79,15,44,15.99,39.97,101.61,1
58,4,25,16.56,39.86,101.62,1
77,30,101,17.13,39.74,101.63,0
68,22,8,17.76,38.67,101.64,1
30,38,81,18.39,37.6,101.64,1
90,8,73,19.12,35.76,101.64,0
46,39,84,19.85,33.92,101.64,1
39,29,14,20.4,31.62,101.65,1
29,8,18,20.94,29.33,101.66,0
47,5,28,21.5,28.32,101.67,1
23,28,84,22.06,27.32,101.68,0
46,3,102,22.61,26.32,101.68,0
71,43,64,23.17,25.31,101.69,1
48,16,64,23.78,24.03,101.69,0
81,8,69,24.39,22.75,101.69,0
76,36,32,25.26,21.44,101.7,0
83,34,16,26.14,20.13,101.71,0
7,44,92,26.93,18.73,101.7,0
43,33,29,27.72,17.32,101.7,1
47,13,77,28.31,15.56,101.71,1
3,43,85,28.9,13.79,101.72,1
44,36,31,29.42,12.65,101.72,1
6,10,96,29.94,11.51,101.73,0
12,39,0,30.4,10.88,101.74,1
36,15,19,30.87,10.25,101.75,1
15,27,65,31.26,9.86,101.75,1
56,10,62,31.64,9.46,101.75,0
43,10,73,32.02,9.07,101.75,1
27,18,58,32.41,8.68,101.75,1
85,38,55,32.56,8.38,101.76,1
40,23,59,32.72,8.09,101.76,1
16,10,82,32.88,7.8,101.76,1
16,42,23,33.03,7.5,101.77,1
57,27,30,33.36,7.38,101.78,1
69,10,91,33.7,7.25,101.78,0
50,38,31,33.66,7.12,101.78,1
29,16,52,33.62,6.99,101.77,0
33,17,84,34.15,6.75,101.77,0
55,10,37,34.68,6.51,101.77,1
43,4,36,35.02,6.44,101.76,1
20,37,93,35.37,6.37,101.76,0
56,0,19,35.1,6.34,101.75,0
57,21,12,34.82,6.31,101.74,1
12,5,78,35.23,6.07,101.74,1
82,14,104,35.64,5.82,101.73,0
67,5,45,36.04,5.58,101.72,0
38,8,68,36.45,5.34,101.72,1
12,1,32,36.1,5.22,101.72,0
49,18,50,35.74,5.1,101.71,1
57,28,82,35.68,5.0,101.7,0
62,11,100,35.63,4.9,101.69,0
44,24,76,35.78,4.88,101.68,1
60,35,17,35.93,4.87,101.67,0
88,34,56,35.84,4.8,101.66,1
16,4,76,35.74,4.73,101.66,1
52,41,50,35.86,4.56,101.64,1
5,22,68,35.99,4.38,101.63,1
67,16,23,35.64,4.57,101.63,0
27,6,78,35.28,4.77,101.63,0
8,26,37,34.73,5.02,101.62,1
46,37,103,34.18,5.26,101.61,0
8,36,93,33.64,5.51,101.6,0
3,23,20,33.09,5.76,101.59,1
26,41,3,32.74,6.0,101.58,1
24,44,68,32.38,6.23,101.58,1
87,31,44,32.53,6.28,101.57,1
31,31,12,32.68,6.33,101.57,1
84,17,9,32.52,6.34,101.56,0
73,30,28,32.36,6.34,101.54,0
42,21,105,32.52,6.41,101.53,0
89,32,85,32.67,6.48,101.52,1
25,23,31,32.72,6.54,101.52,1
88,40,57,32.76,6.61,101.51,1
10,44,32,32.64,6.56,101.5,1
43,31,108,32.52,6.52,101.48,0
31,45,31,32.67,6.81,101.48,1
60,3,109,32.82,7.1,101.47,0
11,0,5,32.62,7.07,101.46,0
67,40,78,32.42,7.04,101.45,1
76,7,28,32.74,7.2,101.44,0
13,22,35,33.06,7.35,101.43,1
66,38,63,32.96,7.41,101.43,1
21,26,68,32.86,7.47,101.42,1
5,15,12,33.03,7.0,101.41,1
31,40,91,33.2,6.53,101.4,0
87,0,1,33.32,6.91,101.39,0
37,33,42,33.43,7.29,101.38,1
77,31,48,33.07,6.96,101.38,1
50,6,56,32.71,6.64,101.37,1
18,35,29,32.69,5.7,101.36,1
61,36,34,32.9,6.14,101.35,0
75,37,18,33.12,6.57,101.34,0
86,18,53,33.08,6.64,101.34,1
46,30,44,33.04,6.71,101.33,1
8,2,7,32.94,6.72,101.32,0
12,45,50,32.83,6.73,101.32,1
19,29,73,32.92,6.87,101.32,1
47,37,45,33.02,7.01,101.31,1
75,44,43,33.03,6.83,101.3,1
45,5,84,33.05,6.65,101.3,1
54,38,27,32.75,6.56,101.3,1
66,29,52,32.45,6.48,101.29,1
4,24,79,32.4,7.56,101.29,1
33,33,110,32.36,8.63,101.29,0
20,41,20,31.94,12.48,101.3,1
40,24,104,31.52,16.33,101.3,0
10,30,52,31.1,17.44,101.3,1
77,44,28,30.67,18.55,101.29,0
82,28,36,30.42,19.74,101.28,0
8,39,17,30.17,20.92,101.28,1
35,32,83,29.82,21.55,101.29,1
67,4,26,29.47,22.18,101.3,0
11,33,63,29.15,23.02,101.3,1
12,12,101,28.82,23.85,101.31,0
85,15,11,28.5,24.68,101.32,0
88,7,100,28.18,25.52,101.32,0
28,40,78,27.85,26.36,101.32,1
30,4,83,27.53,27.19,101.33,0
55,22,96,27.19,27.25,101.33,0
1,3,38,26.85,27.31,101.33,1
26,24,77,26.69,26.25,101.34,0
17,18,44,26.53,25.19,101.34,1
45,25,45,26.24,24.36,101.34,0
34,40,60,25.95,23.53,101.34,1
73,0,32,25.38,24.76,101.34,0
53,38,78,24.8,25.99,101.35,1
26,13,71,24.67,25.94,101.34,1
40,9,56,24.54,25.88,101.34,0
62,6,17,24.42,26.41,101.34,0
13,32,63,24.3,26.94,101.34,1
22,26,83,24.04,27.66,101.34,1
11,18,18,23.77,28.39,101.35,1
28,1,28,23.38,29.7,101.35,0
9,32,66,22.99,31.02,101.36,1
69,27,58,22.61,32.17,101.35,1
6,14,40,22.23,33.33,101.35,1
80,38,105,22.0,34.26,101.36,0
28,21,93,21.77,35.19,101.38,0
10,22,85,21.6,35.91,101.39,1
47,11,53,21.42,36.63,101.39,0
16,34,50,21.25,37.35,101.4,1
34,30,36,21.03,38.47,101.4,1
89,12,47,20.81,39.6,101.41,1
46,12,42,20.59,40.72,101.42,0
69,9,41,20.37,41.84,101.42,0
36,27,43,20.24,42.21,101.44,1
35,40,43,20.11,42.58,101.45,1
40,0,48,19.89,43.4,101.46,0
58,1,55,19.67,44.22,101.46,0
21,18,109,19.51,43.89,101.46,0
52,0,66,19.34,43.56,101.46,0
9,41,0,19.24,43.28,101.48,1
7,41,21,19.15,43.01,101.49,1
73,38,107,19.11,43.1,101.48,0
87,23,82,19.08,43.2,101.48,1
50,25,49,19.06,43.24,101.48,0
81,29,102,19.03,43.27,101.49,0
6,16,36,18.91,43.81,101.5,1
78,27,85,18.79,44.34,101.51,1
35,0,10,18.66,44.83,101.52,0
26,4,74,18.52,45.32,101.52,1
89,44,102,18.44,45.77,101.53,0
78,28,5,18.35,46.22,101.54,0
43,14,31,18.18,46.97,101.55,1
37,28,45,18.0,47.72,101.56,1
60,39,34,17.97,47.62,101.56,0
22,14,109,17.94,47.53,101.57,0
57,28,81,18.15,47.3,101.58,1
83,8,28,18.35,47.08,101.59,0
71,11,20,18.48,47.86,101.6,0
37,32,4,18.62,48.64,101.6,1
2,41,109,18.54,50.14,101.6,0
18,27,36,18.45,51.64,101.6,1
83,15,8,18.41,52.74,101.6,0
5,9,4,18.37,53.84,101.61,0
77,5,79,18.28,54.84,101.61,0
30,25,23,18.19,55.84,101.61,0
53,43,69,18.1,56.85,101.61,1
22,16,83,18.01,57.85,101.61,1
47,42,18,17.96,58.29,101.6,1
24,21,89,17.91,58.73,101.6,0
71,1,66,17.87,59.02,101.6,0
14,18,29,17.82,59.31,101.6,1
33,4,109,17.72,59.58,101.62,0
39,10,4,17.62,59.85,101.63,0
37,0,56,17.58,59.78,101.63,0
66,19,21,17.53,59.7,101.63,0
12,43,79,17.54,59.31,101.62,1
77,38,80,17.55,58.92,101.62,1
87,17,102,17.61,58.34,101.62,0
49,45,57,17.67,57.77,101.63,1
41,7,42,17.52,58.39,101.63,0
26,15,25,17.36,59.01,101.63,1
41,35,60,17.16,59.7,101.63,1
85,3,78,16.96,60.39,101.62,1
14,29,96,16.76,61.08,101.62,0
43,11,87,16.51,62.02,101.62,0
45,17,30,16.25,62.97,101.62,1
74,26,20,15.93,64.19,101.62,0
39,14,55,15.61,65.41,101.62,1
57,32,80,15.32,66.67,101.62,1
85,39,54,15.03,67.93,101.61,1
17,18,54,14.67,69.18,101.6,1
36,44,81,14.31,70.44,101.6,1
40,26,102,14.22,71.1,101.6,0
83,26,51,14.13,71.77,101.59,1
42,10,12,14.02,72.62,101.58,1
31,44,31,13.91,73.48,101.57,1
88,39,89,14.12,73.09,101.56,1
14,15,51,14.34,72.7,101.56,1
32,42,12,14.42,72.6,101.56,1
77,38,76,14.49,72.49,101.55,1
76,14,102,14.26,72.76,101.54,0
41,22,98,14.04,73.03,101.53,0
40,14,94,13.7,74.4,101.52,0
2,2,72,13.35,75.78,101.5,1
61,42,35,13.11,77.44,101.49,0
81,17,63,12.87,79.11,101.48,0
90,25,27,12.86,80.2,101.47,0
9,28,68,12.85,81.3,101.46,1
80,30,6,13.27,81.28,101.46,0
24,33,27,13.7,81.25,101.45,1
31,5,4,13.96,80.45,101.45,0
2,41,63,14.23,79.65,101.45,1
60,33,41,14.22,79.69,101.44,1
49,40,25,14.2,79.73,101.44,1
22,9,64,14.17,80.21,101.44,0
44,13,62,14.14,80.68,101.44,1
63,39,40,14.08,81.37,101.44,1
54,29,85,14.01,82.05,101.44,1
4,44,102,13.98,82.76,101.44,0
40,15,44,13.95,83.47,101.43,1
81,10,73,13.87,84.02,101.43,0
72,31,74,13.78,84.56,101.42,1
9,2,109,13.7,85.11,101.42,0
68,45,24,13.64,85.88,101.42,0
59,8,15,13.58,86.65,101.41,1
34,13,10,13.56,87.24,101.4,1
20,14,30,13.53,87.84,101.39,1
58,11,6,13.38,88.54,101.39,1
42,38,85,13.22,89.23,101.39,1
31,42,62,13.21,90.16,101.39,1
76,12,13,13.2,91.08,101.39,0
77,23,53,13.24,91.44,101.39,0
57,39,49,13.29,91.81,101.39,1
48,1,65,13.15,92.08,101.4,0
19,42,6,13.01,92.35,101.4,1
45,33,77,12.86,93.02,101.4,1
30,9,15,12.72,93.69,101.4,1
36,5,9,12.72,94.21,101.4,0
41,7,46,12.71,94.73,101.4,0
10,28,65,12.67,95.09,101.4,1
72,11,99,12.63,95.45,101.4,0
85,0,32,12.59,95.72,101.4,0
2,15,53,12.55,95.99,101.39,1
56,40,76,12.52,96.0,101.39,1
29,31,75,12.5,96.0,101.39,1
35,24,87,12.39,96.0,101.39,1
52,1,103,12.28,96.0,101.39,0
74,30,97,12.3,96.0,101.4,0
81,6,61,12.33,96.0,101.4,0
14,38,32,12.39,96.0,101.4,1
87,43,25,12.45,96.0,101.39,0
69,9,7,12.4,96.0,101.39,0
6,33,20,12.34,96.0,101.39,1
57,25,19,12.34,96.0,101.4,1
39,16,9,12.34,96.0,101.4,1
50,15,14,12.25,96.0,101.4,1
32,24,29,12.16,96.0,101.41,0
30,6,101,12.07,96.0,101.41,0
53,24,69,11.99,96.0,101.42,1
55,25,4,11.9,96.0,101.42,1
83,23,58,11.81,96.0,101.43,0
36,20,74,11.72,96.0,101.44,0
87,1,3,11.72,96.0,101.44,0
7,11,93,11.72,96.0,101.44,0
62,10,92,11.88,96.0,101.44,0
64,36,49,12.03,96.0,101.44,1
29,8,71,12.18,95.78,101.44,1
37,35,38,12.33,95.56,101.44,1
19,14,72,12.35,93.96,101.44,1
66,29,41,12.37,92.36,101.45,1
36,15,37,12.61,89.96,101.44,1
45,21,26,12.85,87.55,101.44,1
27,35,102,13.06,85.44,101.44,0
39,8,107,13.28,83.34,101.45,0
38,13,40,14.44,78.66,101.46,0
8,35,54,15.6,73.98,101.46,1
88,23,27,16.84,67.02,101.46,0
13,36,78,18.08,60.05,101.47,1
8,39,0,18.84,55.92,101.48,1
64,26,19,19.61,51.78,101.49,0
2,42,90,20.4,48.75,101.49,1
5,4,105,21.18,45.72,101.49,0
73,21,88,21.6,43.93,101.5,0
37,32,63,22.02,42.14,101.5,1
81,45,25,22.81,39.18,101.51,0
1,22,6,23.6,36.22,101.52,1
55,29,22,24.39,33.26,101.52,1
46,23,75,25.18,30.3,101.53,1
89,1,50,25.04,29.16,101.53,0
9,11,15,24.89,28.02,101.53,1
66,44,34,25.54,26.52,101.53,0
87,37,65,26.19,25.01,101.53,1
68,20,39,26.39,23.68,101.53,0
58,35,108,26.59,22.34,101.53,0
14,15,106,27.34,21.2,101.54,0
71,8,95,28.08,20.06,101.54,0
49,13,7,29.24,18.04,101.54,1
17,17,104,30.39,16.01,101.55,0
69,9,34,30.24,14.68,101.56,0
90,11,1,30.08,13.36,101.56,0
9,29,16,30.39,12.44,101.56,1
42,37,48,30.7,11.52,101.55,1
67,15,40,31.14,10.78,101.56,1
39,7,72,31.59,10.04,101.56,0
4,26,41,31.92,8.97,101.56,1
22,41,35,32.26,7.9,101.57,1
73,19,39,32.68,7.4,101.58,0
26,19,89,33.1,6.91,101.58,0
31,37,46,33.52,6.42,101.59,1
17,4,9,33.94,5.92,101.6,0
68,22,94,34.14,5.8,101.6,0
14,22,62,34.34,5.68,101.59,1
59,21,30,34.54,5.34,101.58,1
19,25,99,34.75,5.0,101.58,0
35,38,39,35.03,4.94,101.58,1
40,3,31,35.31,4.87,101.59,1
57,6,60,35.82,4.86,101.58,0
23,7,78,36.33,4.85,101.58,0
36,19,29,36.28,4.54,101.57,1
47,45,44,36.22,4.22,101.56,1
21,28,41,36.17,3.9,101.55,0
89,6,39,36.12,3.59,101.54,0
3,10,48,36.47,3.42,101.54,1
76,2,49,36.82,3.26,101.54,0
56,11,14,37.02,3.05,101.54,1
75,16,107,37.21,2.84,101.53,0
7,4,53,37.48,2.65,101.52,1
83,44,86,37.74,2.46,101.52,1
83,10,54,37.42,2.45,101.52,1
31,39,13,37.09,2.43,101.51,1
27,4,50,36.84,2.38,101.5,0
38,24,48,36.59,2.32,101.48,0
54,9,79,36.67,2.18,101.48,0
82,13,2,36.76,2.04,101.47,0
48,44,80,36.0,2.26,101.46,1
21,36,58,35.25,2.47,101.46,1
60,1,17,34.71,2.72,101.45,0
14,19,78,34.17,2.98,101.44,1
85,39,61,34.06,3.03,101.43,1
51,41,5,33.95,3.09,101.42,1
33,3,1,33.84,3.14,101.42,0
35,27,11,33.72,3.2,101.41,1
54,20,46,33.61,3.25,101.4,0
83,24,15,33.5,3.3,101.4,0
70,24,36,33.39,3.36,101.39,0
86,45,90,33.28,3.41,101.38,1
90,24,94,33.28,3.66,101.37,0
81,45,46,33.27,3.92,101.36,1
79,44,69,33.47,3.83,101.35,1
21,27,2,33.67,3.74,101.34,1
11,12,50,33.66,3.97,101.33,1
3,18,98,33.65,4.2,101.32,0
11,33,79,33.64,4.44,101.32,1
31,3,109,33.63,4.67,101.31,0
76,25,101,33.72,4.12,101.3,0
53,21,62,33.82,3.56,101.3,1
30,38,0,33.75,4.28,101.3,1
10,36,95,33.69,5.01,101.29,0
35,40,29,33.76,4.62,101.28,1
7,3,98,33.83,4.22,101.28,0
50,32,81,33.83,4.51,101.27,1
52,26,104,33.83,4.8,101.26,0
54,41,101,33.88,4.98,101.25,0
2,17,81,33.94,5.17,101.24,1
80,7,76,34.16,4.4,101.24,0
42,13,44,34.37,3.64,101.23,0
49,22,102,34.2,3.7,101.22,0
83,0,64,34.02,3.77,101.21,0
22,6,82,33.93,4.08,101.2,0
29,16,12,33.84,4.38,101.2,0
67,16,9,34.13,4.56,101.2,1
90,12,68,34.42,4.73,101.19,0
71,20,28,34.12,4.43,101.18,0
4,7,23,33.83,4.13,101.18,1
56,11,38,33.72,4.56,101.18,1
28,42,10,33.61,4.98,101.18,1
38,32,70,33.64,4.83,101.18,1
30,28,40,33.66,4.68,101.17,1
61,17,102,33.5,4.74,101.17,0
81,32,0,33.35,4.8,101.17,0
10,10,30,33.2,4.44,101.17,1
17,31,95,33.06,4.08,101.17,0
32,44,57,33.13,4.32,101.16,1
30,6,37,33.2,4.57,101.16,1
51,5,64,33.16,4.76,101.16,0
37,12,90,33.12,4.94,101.17,1
87,8,91,33.02,4.69,101.18,0
26,16,12,32.92,4.43,101.18,0
83,25,57,32.83,4.66,101.18,1
57,20,29,32.74,4.89,101.17,1
89,37,32,32.61,4.99,101.16,0
58,8,75,32.47,5.1,101.16,0
43,5,29,32.38,5.08,101.16,1
70,12,87,32.28,5.06,101.15,0
76,32,25,31.81,8.82,101.16,0
66,18,8,31.34,12.58,101.16,1
31,34,26,30.88,16.34,101.16,1
17,14,11,30.41,20.1,101.17,1
40,23,6,29.57,22.62,101.18,1
28,35,40,28.72,25.13,101.18,1
10,6,31,27.88,27.65,101.18,1
29,40,12,27.04,30.16,101.19,1
16,39,67,26.62,30.82,101.19,1
50,1,67,26.19,31.49,101.19,0
19,8,90,25.63,32.57,101.19,1
64,10,81,25.07,33.65,101.19,0
78,17,23,24.65,34.87,101.2,0
61,28,47,24.23,36.09,101.21,1
80,44,52,23.78,37.16,101.21,1
60,18,7,23.33,38.23,101.21,1
66,6,8,22.86,39.51,101.22,0
24,25,2,22.4,40.79,101.22,1
66,1,31,22.12,41.82,101.22,0
35,4,13,21.83,42.84,101.21,1
18,15,48,21.6,43.62,101.22,1
65,44,73,21.36,44.39,101.24,1
73,27,37,21.18,45.27,101.25,0
3,29,25,21.0,46.15,101.26,1
1,3,61,20.74,47.54,101.26,1
10,23,43,20.47,48.93,101.27,1
34,33,78,20.35,49.73,101.28,1
11,36,16,20.23,50.53,101.28,1
87,42,27,20.11,51.33,101.28,0
3,16,25,19.99,52.13,101.29,0
75,22,28,19.81,52.84,101.3,0
71,11,61,19.63,53.56,101.31,0
2,3,39,19.52,53.92,101.32,1
34,27,86,19.4,54.28,101.33,0
40,24,63,19.2,54.7,101.34,1
34,0,28,19.01,55.11,101.35,0
47,40,8,18.91,55.22,101.36,1
84,42,66,18.81,55.34,101.37,1
4,33,108,18.74,55.57,101.37,0
76,42,3,18.67,55.8,101.37,0
75,6,32,18.65,55.56,101.37,0
65,7,38,18.63,55.31,101.37,0
74,14,65,18.63,55.33,101.38,1
9,41,49,18.64,55.35,101.39,1
26,24,0,18.53,55.94,101.4,1
67,14,81,18.42,56.53,101.4,0
23,1,90,18.38,57.03,101.41,0
24,28,108,18.33,57.52,101.42,0
66,32,2,18.23,57.98,101.43,1
33,27,36,18.12,58.44,101.43,1
48,7,6,18.08,58.82,101.44,0
73,3,46,18.05,59.2,101.45,0
43,10,97,18.04,59.53,101.45,0
28,30,22,18.03,59.86,101.45,1
52,40,57,17.97,60.27,101.45,1
40,35,89,17.91,60.68,101.45,1
8,17,16,17.67,61.7,101.46,1
3,17,62,17.43,62.73,101.46,1
2,4,9,17.32,63.17,101.46,0
9,41,66,17.21,63.61,101.45,1
4,0,94,17.18,63.85,101.45,0
22,43,72,17.14,64.09,101.45,1
57,0,45,17.2,64.23,101.45,0
59,10,103,17.25,64.36,101.45,0
21,29,28,17.31,64.5,101.45,1
4,14,99,17.16,65.44,101.45,0
78,36,92,17.01,66.39,101.45,0
12,45,64,16.9,67.13,101.45,1
26,39,58,16.78,67.88,101.45,1
49,14,21,16.84,67.83,101.45,1
28,11,51,16.9,67.78,101.45,0
54,17,48,16.88,67.92,101.45,1
46,9,16,16.85,68.06,101.45,0
9,6,83,16.68,69.1,101.45,1
90,30,85,16.51,70.13,101.45,1
88,16,14,16.38,70.56,101.44,0
52,29,82,16.24,70.98,101.44,1
90,8,80,15.96,72.18,101.44,0
18,40,54,15.69,73.39,101.44,1
45,18,61,15.8,73.52,101.44,0
36,27,34,15.91,73.65,101.43,1
46,17,40,15.97,73.56,101.43,1
53,28,64,16.03,73.46,101.43,0
36,38,48,15.95,74.13,101.43,1
7,15,71,15.87,74.8,101.42,1
18,6,18,15.76,75.19,101.42,1
12,2,86,15.65,75.59,101.42,1
1,13,3,15.5,76.43,101.42,1
2,33,4,15.34,77.27,101.41,1
54,34,19,15.41,77.31,101.4,1
25,13,57,15.48,77.34,101.4,0
16,27,36,15.46,77.28,101.4,1
44,38,86,15.45,77.22,101.39,1
16,30,84,15.48,77.58,101.38,1
51,40,97,15.51,77.94,101.38,0
74,35,62,15.42,77.97,101.38,1
64,34,77,15.32,78.01,101.37,1
24,16,107,15.1,78.69,101.36,0
83,18,15,14.88,79.38,101.36,0
38,1,33,14.85,79.59,101.35,0
8,30,11,14.82,79.79,101.34,1
67,27,86,14.79,80.02,101.34,1
62,16,22,14.76,80.25,101.33,0
58,45,68,14.39,81.75,101.32,1
30,41,76,14.02,83.25,101.32,1
61,28,66,13.97,84.26,101.32,0
43,29,69,13.92,85.26,101.31,1
22,40,48,13.9,85.88,101.31,1
44,34,21,13.89,86.49,101.31,1
32,18,26,13.87,87.11,101.31,1
42,27,64,13.92,87.72,101.3,1
25,8,81,13.98,88.34,101.29,0
1,17,9,13.84,88.9,101.29,1
28,12,16,13.71,89.45,101.29,1
24,39,87,13.59,90.28,101.28,1
55,28,41,13.47,91.11,101.28,1
28,44,93,13.37,91.82,101.27,0
35,12,83,13.27,92.52,101.26,1
44,0,98,13.06,92.95,101.27,0
63,16,17,12.85,93.38,101.28,0
80,5,36,12.57,93.71,101.27,0
88,21,25,12.29,94.04,101.26,0
43,37,2,12.07,94.57,101.26,1
79,30,89,11.85,95.1,101.25,1
3,24,9,11.76,95.54,101.25,1
66,25,92,11.68,95.97,101.25,0
26,14,58,11.74,95.98,101.25,0
63,16,83,11.81,96.0,101.25,0
82,26,92,11.98,96.0,101.25,0
10,15,58,12.14,96.0,101.25,1
56,45,39,12.29,96.0,101.25,1
41,31,70,12.44,96.0,101.25,1
8,26,50,12.54,96.0,101.26,1
46,37,19,12.65,96.0,101.26,1
10,0,97,12.68,96.0,101.26,0
77,18,3,12.7,96.0,101.26,0
69,27,108,12.82,96.0,101.26,0
14,7,51,12.94,96.0,101.25,1
65,28,27,13.14,96.0,101.26,0
9,14,84,13.35,96.0,101.27,1
28,23,98,13.41,96.0,101.28,0
20,44,57,13.47,96.0,101.28,1
30,21,100,13.36,96.0,101.28,0
41,37,86,13.26,96.0,101.28,1
85,12,57,13.29,96.0,101.28,0
2,38,54,13.33,96.0,101.29,1
5,20,8,13.36,96.0,101.29,1
55,33,25,13.26,96.0,101.28,1
16,27,18,13.17,96.0,101.28,1
10,33,64,13.01,96.0,101.28,1
45,15,50,12.85,96.0,101.29,1
9,38,54,12.85,96.0,101.29,1
14,6,47,12.85,96.0,101.29,1
50,25,107,12.72,96.0,101.3,0
45,11,110,12.58,96.0,101.3,0
29,44,83,12.36,96.0,101.3,1
63,37,61,12.13,96.0,101.3,1
51,19,42,12.16,96.0,101.3,0
4,20,7,12.2,96.0,101.3,1
53,39,90,12.22,96.0,101.3,1
81,36,32,12.23,96.0,101.3,0
4,30,77,12.3,96.0,101.3,1
69,22,24,12.37,96.0,101.31,0
13,32,96,12.42,96.0,101.31,0
70,24,41,12.46,96.0,101.31,1
61,34,45,12.54,95.84,101.32,1
32,18,26,12.61,95.67,101.32,1
36,11,66,13.52,92.24,101.34,1
20,32,96,14.43,88.82,101.36,0
19,16,4,16.19,78.4,101.36,1
64,12,35,17.95,67.97,101.37,0
56,1,11,18.71,61.84,101.36,0
17,2,4,19.47,55.7,101.36,0
